tissue,sample_id,signature,n_genes_used,signature_score
Muscle - Skeletal,GTEX-14753-0526-SM-5QGPR,MitoOnly,518,0.2036504073372605
Muscle - Skeletal,GTEX-1477Z-1626-SM-5MR79,MitoAll,1101,0.5810285946349432
Muscle - Skeletal,GTEX-1477Z-1626-SM-5MR79,MitoOnly,518,0.5652704354579708
Muscle - Skeletal,GTEX-147F3-0226-SM-5NQBV,MitoAll,1101,0.13583569951293517
Muscle - Skeletal,GTEX-147F3-0226-SM-5NQBV,MitoOnly,518,0.16683302344877513
Muscle - Skeletal,GTEX-147F4-0326-SM-5TDCK,MitoAll,1101,0.08102146498705105
Muscle - Skeletal,GTEX-147F4-0326-SM-5TDCK,MitoOnly,518,0.13874657254293624
Muscle - Skeletal,GTEX-147GR-0126-SM-62LER,MitoAll,1101,-0.3510581284044915
Muscle - Skeletal,GTEX-147GR-0126-SM-62LER,MitoOnly,518,-0.31171240741373313
Muscle - Skeletal,GTEX-147JS-0526-SM-5TDD3,MitoAll,1101,0.27022735819748833
Muscle - Skeletal,GTEX-147JS-0526-SM-5TDD3,MitoOnly,518,0.29109754638666147
Muscle - Skeletal,GTEX-148VJ-0326-SM-5QGQE,MitoAll,1101,0.2492108318855017
Muscle - Skeletal,GTEX-148VJ-0326-SM-5QGQE,MitoOnly,518,0.27496904498024116
Muscle - Skeletal,GTEX-1497J-2626-SM-5MR6L,MitoAll,1101,0.5102943112533516
Muscle - Skeletal,GTEX-1497J-2626-SM-5MR6L,MitoOnly,518,0.5236681866418859
Muscle - Skeletal,GTEX-14A5H-0326-SM-5RQIB,MitoAll,1101,0.09777143041328488
Muscle - Skeletal,GTEX-14A5H-0326-SM-5RQIB,MitoOnly,518,0.09831274587970384
Muscle - Skeletal,GTEX-14A5I-0326-SM-5NQ9J,MitoAll,1101,0.46714425285869443
Muscle - Skeletal,GTEX-14A5I-0326-SM-5NQ9J,MitoOnly,518,0.48188359048124857
Muscle - Skeletal,GTEX-14A6H-5019-SM-793DH,MitoAll,1101,0.6795539893165896
Muscle - Skeletal,GTEX-14A6H-5019-SM-793DH,MitoOnly,518,0.6773639686619533
Muscle - Skeletal,GTEX-14ABY-0126-SM-62LDI,MitoAll,1101,0.017634986064095404
Muscle - Skeletal,GTEX-14ABY-0126-SM-62LDI,MitoOnly,518,0.07123370285534106
Muscle - Skeletal,GTEX-14AS3-2126-SM-5S2MK,MitoAll,1101,0.45883929795704914
Muscle - Skeletal,GTEX-14AS3-2126-SM-5S2MK,MitoOnly,518,0.4740846145636188
Muscle - Skeletal,GTEX-14ASI-0526-SM-5QGQP,MitoAll,1101,0.5957070587003221
Muscle - Skeletal,GTEX-14ASI-0526-SM-5QGQP,MitoOnly,518,0.6085407168785065
Muscle - Skeletal,GTEX-14BIL-0326-SM-5MR6R,MitoAll,1101,0.279130124194182
Muscle - Skeletal,GTEX-14BIL-0326-SM-5MR6R,MitoOnly,518,0.3315212292793776
Muscle - Skeletal,GTEX-14BIM-0326-SM-5MR6C,MitoAll,1101,0.501867785505975
Muscle - Skeletal,GTEX-14BIM-0326-SM-5MR6C,MitoOnly,518,0.5135719617395633
Muscle - Skeletal,GTEX-14BMU-2026-SM-5S2W6,MitoAll,1101,0.3605906087201888
Muscle - Skeletal,GTEX-14BMU-2026-SM-5S2W6,MitoOnly,518,0.3662575050431697
Muscle - Skeletal,GTEX-14BMV-0326-SM-5RQHW,MitoAll,1101,-0.14337346674702706
Muscle - Skeletal,GTEX-14BMV-0326-SM-5RQHW,MitoOnly,518,-0.06647169615511281
Muscle - Skeletal,GTEX-14C38-0426-SM-5TDDZ,MitoAll,1101,0.31544320333523046
Muscle - Skeletal,GTEX-14C38-0426-SM-5TDDZ,MitoOnly,518,0.3380085998065418
Muscle - Skeletal,GTEX-14C39-2426-SM-5S2U5,MitoAll,1101,0.20111286473539483
Muscle - Skeletal,GTEX-14C39-2426-SM-5S2U5,MitoOnly,518,0.2176503092408869
Muscle - Skeletal,GTEX-14C5O-0626-SM-664N2,MitoAll,1101,0.36205705018865325
Muscle - Skeletal,GTEX-14C5O-0626-SM-664N2,MitoOnly,518,0.3453817232677386
Muscle - Skeletal,GTEX-14DAQ-0326-SM-664MR,MitoAll,1101,0.3199578217634437
Muscle - Skeletal,GTEX-14DAQ-0326-SM-664MR,MitoOnly,518,0.38795040102595113
Muscle - Skeletal,GTEX-14DAR-1826-SM-664N1,MitoAll,1101,0.15695972395101854
Muscle - Skeletal,GTEX-14DAR-1826-SM-664N1,MitoOnly,518,0.12845964838988794
Muscle - Skeletal,GTEX-14E1K-2326-SM-664MP,MitoAll,1101,0.09631350221341631
Muscle - Skeletal,GTEX-14E1K-2326-SM-664MP,MitoOnly,518,0.13835177582977007
Muscle - Skeletal,GTEX-14E6C-1526-SM-664ND,MitoAll,1101,0.27781496047115145
Muscle - Skeletal,GTEX-14E6C-1526-SM-664ND,MitoOnly,518,0.24901959391248152
Muscle - Skeletal,GTEX-14E6D-0326-SM-62LDX,MitoAll,1101,-0.06188113010557062
Muscle - Skeletal,GTEX-14E6D-0326-SM-62LDX,MitoOnly,518,-0.006797958782894631
Muscle - Skeletal,GTEX-14E6E-2026-SM-664N5,MitoAll,1101,0.28036513999467155
Muscle - Skeletal,GTEX-14E6E-2026-SM-664N5,MitoOnly,518,0.29308800643023913
Muscle - Skeletal,GTEX-14H4A-0926-SM-5ZZUU,MitoAll,1101,0.2137904901997371
Muscle - Skeletal,GTEX-14H4A-0926-SM-5ZZUU,MitoOnly,518,0.23742475015879863
Muscle - Skeletal,GTEX-14ICL-1926-SM-5RQIZ,MitoAll,1101,0.7305216147741335
Muscle - Skeletal,GTEX-14ICL-1926-SM-5RQIZ,MitoOnly,518,0.6881991146406361
Muscle - Skeletal,GTEX-14JG1-0126-SM-5ZZUP,MitoAll,1101,0.09972237037234229
Muscle - Skeletal,GTEX-14JG1-0126-SM-5ZZUP,MitoOnly,518,0.1741794691865503
Muscle - Skeletal,GTEX-14JG6-2126-SM-6EU2F,MitoAll,1101,0.31344717646551606
Muscle - Skeletal,GTEX-14JG6-2126-SM-6EU2F,MitoOnly,518,0.3277096051020749
Muscle - Skeletal,GTEX-14JIY-0426-SM-62LF7,MitoAll,1101,0.20718334392470822
Muscle - Skeletal,GTEX-14JIY-0426-SM-62LF7,MitoOnly,518,0.2576005906698164
Muscle - Skeletal,GTEX-14LLW-0526-SM-62LFB,MitoAll,1101,0.42150307071519805
Muscle - Skeletal,GTEX-14LLW-0526-SM-62LFB,MitoOnly,518,0.45313761415417014
Muscle - Skeletal,GTEX-14LZ3-0626-SM-5ZZWP,MitoAll,1101,0.4710773247048111
Muscle - Skeletal,GTEX-14LZ3-0626-SM-5ZZWP,MitoOnly,518,0.5074006742031069
Muscle - Skeletal,GTEX-14PII-0626-SM-69LPY,MitoAll,1101,0.38674245680096636
Muscle - Skeletal,GTEX-14PII-0626-SM-69LPY,MitoOnly,518,0.40631759081923413
Muscle - Skeletal,GTEX-14PJ2-0326-SM-6EU2Q,MitoAll,1101,0.2504811164333972
Muscle - Skeletal,GTEX-14PJ2-0326-SM-6EU2Q,MitoOnly,518,0.23105547078839803
Muscle - Skeletal,GTEX-14PJ3-2026-SM-5ZZVK,MitoAll,1101,0.16553569782030778
Muscle - Skeletal,GTEX-14PJ3-2026-SM-5ZZVK,MitoOnly,518,0.17705563008638295
Muscle - Skeletal,GTEX-14PJ4-2426-SM-6EU1U,MitoAll,1101,0.11419314483369876
Muscle - Skeletal,GTEX-14PJ4-2426-SM-6EU1U,MitoOnly,518,0.11024423604533512
Muscle - Skeletal,GTEX-14PJ5-2026-SM-6LLIN,MitoAll,1101,0.35535420271118456
Muscle - Skeletal,GTEX-14PJ5-2026-SM-6LLIN,MitoOnly,518,0.3314820337338882
Muscle - Skeletal,GTEX-14PJ6-2326-SM-6ETZR,MitoAll,1101,0.33317709929581074
Muscle - Skeletal,GTEX-14PJ6-2326-SM-6ETZR,MitoOnly,518,0.3028778726426993
Muscle - Skeletal,GTEX-14PJM-0426-SM-5ZZVN,MitoAll,1101,0.0189668271805749
Muscle - Skeletal,GTEX-14PJM-0426-SM-5ZZVN,MitoOnly,518,0.08303849118185602
Muscle - Skeletal,GTEX-14PJN-2126-SM-6AJBM,MitoAll,1101,0.13393355901066892
Muscle - Skeletal,GTEX-14PJN-2126-SM-6AJBM,MitoOnly,518,0.14082494663327533
Muscle - Skeletal,GTEX-14PJO-0526-SM-6EU2O,MitoAll,1101,0.30194266123957225
Muscle - Skeletal,GTEX-14PJO-0526-SM-6EU2O,MitoOnly,518,0.2794339341775396
Muscle - Skeletal,GTEX-14PK6-2126-SM-6ETZV,MitoAll,1101,-0.15294177678114795
Muscle - Skeletal,GTEX-14PK6-2126-SM-6ETZV,MitoOnly,518,-0.1291444928805013
Muscle - Skeletal,GTEX-14PKU-1926-SM-GOQZ6,MitoAll,1101,0.10920574827438803
Muscle - Skeletal,GTEX-14PKU-1926-SM-GOQZ6,MitoOnly,518,0.12992696288390296
Muscle - Skeletal,GTEX-14PN3-2326-SM-GOQZ7,MitoAll,1101,0.13824017920207973
Muscle - Skeletal,GTEX-14PN3-2326-SM-GOQZ7,MitoOnly,518,0.11857524474171707
Muscle - Skeletal,GTEX-14PN4-0326-SM-6EU2N,MitoAll,1101,-0.1593954934748195
Muscle - Skeletal,GTEX-14PN4-0326-SM-6EU2N,MitoOnly,518,-0.1689437065353777
Muscle - Skeletal,GTEX-14PQA-0526-SM-7KUFS,MitoAll,1101,0.3740224353603023
Muscle - Skeletal,GTEX-14PQA-0526-SM-7KUFS,MitoOnly,518,0.3633744709473554
Muscle - Skeletal,GTEX-14XAO-2226-SM-6LLHU,MitoAll,1101,0.4379802276431808
Muscle - Skeletal,GTEX-14XAO-2226-SM-6LLHU,MitoOnly,518,0.4355705323256748
Muscle - Skeletal,GTEX-15CHC-2426-SM-6EU22,MitoAll,1101,0.14823657477399674
Muscle - Skeletal,GTEX-15CHC-2426-SM-6EU22,MitoOnly,518,0.15709853120277215
Muscle - Skeletal,GTEX-15CHQ-0726-SM-6EU18,MitoAll,1101,0.556687163644574
Muscle - Skeletal,GTEX-15CHQ-0726-SM-6EU18,MitoOnly,518,0.5186946278098031
Muscle - Skeletal,GTEX-15CHR-2426-SM-7DUFX,MitoAll,1101,0.2912965115434973
Muscle - Skeletal,GTEX-15CHR-2426-SM-7DUFX,MitoOnly,518,0.29754308488598163
Muscle - Skeletal,GTEX-15D79-0526-SM-6ETZP,MitoAll,1101,0.24928378851033195
Muscle - Skeletal,GTEX-15D79-0526-SM-6ETZP,MitoOnly,518,0.3122495560100741
Muscle - Skeletal,GTEX-15DCD-0626-SM-7KUG7,MitoAll,1101,0.5471761438042855
Muscle - Skeletal,GTEX-15DCD-0626-SM-7KUG7,MitoOnly,518,0.5441802749712581
Muscle - Skeletal,GTEX-15DCE-0426-SM-GQ1DC,MitoAll,1101,0.5508263740968885
Muscle - Skeletal,GTEX-15DCE-0426-SM-GQ1DC,MitoOnly,518,0.5514242666937237
Muscle - Skeletal,GTEX-15DDE-0526-SM-6ETZQ,MitoAll,1101,0.33482908754275986
Muscle - Skeletal,GTEX-15DDE-0526-SM-6ETZQ,MitoOnly,518,0.3637351422366297
Muscle - Skeletal,GTEX-15DZA-2026-SM-6PANE,MitoAll,1101,0.5344655920719238
Muscle - Skeletal,GTEX-15DZA-2026-SM-6PANE,MitoOnly,518,0.5174835887641528
Muscle - Skeletal,GTEX-15EO6-2826-SM-6PANB,MitoAll,1101,0.36592677753022174
Muscle - Skeletal,GTEX-15EO6-2826-SM-6PANB,MitoOnly,518,0.3516181236212469
Muscle - Skeletal,GTEX-15ER7-0226-SM-7KUEU,MitoAll,1101,0.21311148904090618
Muscle - Skeletal,GTEX-15ER7-0226-SM-7KUEU,MitoOnly,518,0.2671439740968076
Muscle - Skeletal,GTEX-15ETS-0326-SM-6PANH,MitoAll,1101,0.31595719933622385
Muscle - Skeletal,GTEX-15ETS-0326-SM-6PANH,MitoOnly,518,0.30774868400806876
Muscle - Skeletal,GTEX-15F5U-1826-SM-6LLJF,MitoAll,1101,0.23245217414347946
Muscle - Skeletal,GTEX-15F5U-1826-SM-6LLJF,MitoOnly,518,0.2315864609506033
Muscle - Skeletal,GTEX-15G19-0526-SM-6PAMT,MitoAll,1101,0.5567400246903471
Muscle - Skeletal,GTEX-15G19-0526-SM-6PAMT,MitoOnly,518,0.580209032025438
Muscle - Skeletal,GTEX-15G1A-2026-SM-7KUFG,MitoAll,1101,0.7235286750795793
Muscle - Skeletal,GTEX-15G1A-2026-SM-7KUFG,MitoOnly,518,0.7039207470775689
Muscle - Skeletal,GTEX-15RIE-5021-SM-HL11W,MitoAll,1101,0.1846484179746659
Muscle - Skeletal,GTEX-15RIE-5021-SM-HL11W,MitoOnly,518,0.2033077714301579
Muscle - Skeletal,GTEX-15RIF-2126-SM-7KUM8,MitoAll,1101,0.49332281844911635
Muscle - Skeletal,GTEX-15RIF-2126-SM-7KUM8,MitoOnly,518,0.5093076812100304
Muscle - Skeletal,GTEX-15RIG-0426-SM-7KUF4,MitoAll,1101,0.4974706010657131
Muscle - Skeletal,GTEX-15RIG-0426-SM-7KUF4,MitoOnly,518,0.4910790184808968
Muscle - Skeletal,GTEX-15RJ7-2426-SM-6M48L,MitoAll,1101,0.16571831992419997
Muscle - Skeletal,GTEX-15RJ7-2426-SM-6M48L,MitoOnly,518,0.21552307123282713
Muscle - Skeletal,GTEX-15SB6-5017-SM-HL11Z,MitoAll,1101,0.4251216769922045
Muscle - Skeletal,GTEX-15SB6-5017-SM-HL11Z,MitoOnly,518,0.44707485545203074
Muscle - Skeletal,GTEX-15SDE-2326-SM-6PAL4,MitoAll,1101,0.17473022935369276
Muscle - Skeletal,GTEX-15SDE-2326-SM-6PAL4,MitoOnly,518,0.16511470205923173
Muscle - Skeletal,GTEX-15SHU-0626-SM-7KUFH,MitoAll,1101,0.1994973493906217
Muscle - Skeletal,GTEX-15SHU-0626-SM-7KUFH,MitoOnly,518,0.21453717662490218
Muscle - Skeletal,GTEX-15SHV-2526-SM-6PAMG,MitoAll,1101,0.4284431060993989
Muscle - Skeletal,GTEX-15SHV-2526-SM-6PAMG,MitoOnly,518,0.42189833949865924
Muscle - Skeletal,GTEX-15SHW-0726-SM-7KUEI,MitoAll,1101,0.6769349595642178
Muscle - Skeletal,GTEX-15SHW-0726-SM-7KUEI,MitoOnly,518,0.671540101149929
Muscle - Skeletal,GTEX-15SKB-2526-SM-6PALP,MitoAll,1101,0.22944850741237727
Muscle - Skeletal,GTEX-15SKB-2526-SM-6PALP,MitoOnly,518,0.25188346694970654
Muscle - Skeletal,GTEX-15SZO-0526-SM-GNTCT,MitoAll,1101,0.3436216809205021
Muscle - Skeletal,GTEX-15SZO-0526-SM-GNTCT,MitoOnly,518,0.3128339564468196
Muscle - Skeletal,GTEX-15UF6-1026-SM-7KUF7,MitoAll,1101,0.19134228785399987
Muscle - Skeletal,GTEX-15UF6-1026-SM-7KUF7,MitoOnly,518,0.16099493738040108
Muscle - Skeletal,GTEX-15UF7-2226-SM-6PAMQ,MitoAll,1101,0.30781234706647437
Muscle - Skeletal,GTEX-15UF7-2226-SM-6PAMQ,MitoOnly,518,0.29766414287343385
Muscle - Skeletal,GTEX-15UKP-0326-SM-7KUFP,MitoAll,1101,0.42873421489414554
Muscle - Skeletal,GTEX-15UKP-0326-SM-7KUFP,MitoOnly,518,0.4307961835307444
Muscle - Skeletal,GTEX-169BO-1526-SM-9KNVR,MitoAll,1101,0.40015831319186385
Muscle - Skeletal,GTEX-169BO-1526-SM-9KNVR,MitoOnly,518,0.38928664461267753
Muscle - Skeletal,GTEX-16AAH-1826-SM-7939D,MitoAll,1101,0.5322669618427811
Muscle - Skeletal,GTEX-16AAH-1826-SM-7939D,MitoOnly,518,0.5127178982042835
Muscle - Skeletal,GTEX-16BQI-5006-SM-HL11X,MitoAll,1101,0.38035790813617826
Muscle - Skeletal,GTEX-16BQI-5006-SM-HL11X,MitoOnly,518,0.3769185045223903
Muscle - Skeletal,GTEX-16GPK-0526-SM-7KUER,MitoAll,1101,0.10978614105605508
Muscle - Skeletal,GTEX-16GPK-0526-SM-7KUER,MitoOnly,518,0.1574803235092407
Muscle - Skeletal,GTEX-16MT8-0326-SM-6PAM5,MitoAll,1101,0.4575381023069437
Muscle - Skeletal,GTEX-16MT8-0326-SM-6PAM5,MitoOnly,518,0.4491946239975344
Muscle - Skeletal,GTEX-16MT9-0426-SM-GNTBK,MitoAll,1101,0.7361392680230048
Muscle - Skeletal,GTEX-16MT9-0426-SM-GNTBK,MitoOnly,518,0.7357764549547657
Muscle - Skeletal,GTEX-16MTA-2026-SM-7KUL3,MitoAll,1101,0.05103121841720552
Muscle - Skeletal,GTEX-16MTA-2026-SM-7KUL3,MitoOnly,518,0.03780503110646964
Muscle - Skeletal,GTEX-16NFA-2426-SM-7KUL5,MitoAll,1101,0.29352609712889133
Muscle - Skeletal,GTEX-16NFA-2426-SM-7KUL5,MitoOnly,518,0.3071609060058457
Muscle - Skeletal,GTEX-16NGA-1926-SM-7LTA6,MitoAll,1101,0.5915198492907409
Muscle - Skeletal,GTEX-16NGA-1926-SM-7LTA6,MitoOnly,518,0.5576905217580628
Muscle - Skeletal,GTEX-16NPV-2426-SM-6M482,MitoAll,1101,0.2206953648207564
Muscle - Skeletal,GTEX-16NPV-2426-SM-6M482,MitoOnly,518,0.21254246981954752
Muscle - Skeletal,GTEX-16NPX-0626-SM-7KULB,MitoAll,1101,0.27569592847543134
Muscle - Skeletal,GTEX-16NPX-0626-SM-7KULB,MitoOnly,518,0.31118637165109525
Muscle - Skeletal,GTEX-16XZY-2226-SM-7938N,MitoAll,1101,0.7346079302052398
Muscle - Skeletal,GTEX-16XZY-2226-SM-7938N,MitoOnly,518,0.7456340105231996
Muscle - Skeletal,GTEX-16XZZ-0526-SM-7KUF1,MitoAll,1101,0.40526343988234
Muscle - Skeletal,GTEX-16XZZ-0526-SM-7KUF1,MitoOnly,518,0.38459426149568454
Muscle - Skeletal,GTEX-16YQH-0426-SM-7KUL7,MitoAll,1101,0.2931584439354245
Muscle - Skeletal,GTEX-16YQH-0426-SM-7KUL7,MitoOnly,518,0.3851056489879461
Muscle - Skeletal,GTEX-16Z82-0126-SM-7DHLF,MitoAll,1101,0.2986931232082083
Muscle - Skeletal,GTEX-16Z82-0126-SM-7DHLF,MitoOnly,518,0.32370390559545736
Muscle - Skeletal,GTEX-178AV-2226-SM-GPIA5,MitoAll,1101,0.22715980146622788
Muscle - Skeletal,GTEX-178AV-2226-SM-GPIA5,MitoOnly,518,0.2510320718973341
Muscle - Skeletal,GTEX-17EUY-0626-SM-793BE,MitoAll,1101,0.4185701028581834
Muscle - Skeletal,GTEX-17EUY-0626-SM-793BE,MitoOnly,518,0.39507382689010684
Muscle - Skeletal,GTEX-17EVP-1326-SM-7DHMR,MitoAll,1101,0.037763162414979665
Muscle - Skeletal,GTEX-17EVP-1326-SM-7DHMR,MitoOnly,518,0.09114397522427677
Muscle - Skeletal,GTEX-17EVQ-1226-SM-7LG59,MitoAll,1101,0.5384972829728044
Muscle - Skeletal,GTEX-17EVQ-1226-SM-7LG59,MitoOnly,518,0.5242846342983298
Muscle - Skeletal,GTEX-17F96-2726-SM-7LT9F,MitoAll,1101,0.9554691691982442
Muscle - Skeletal,GTEX-17F96-2726-SM-7LT9F,MitoOnly,518,0.9036424658828796
Muscle - Skeletal,GTEX-17F97-0526-SM-7DUF8,MitoAll,1101,0.5575530061103955
Muscle - Skeletal,GTEX-17F97-0526-SM-7DUF8,MitoOnly,518,0.5700320440086574
Muscle - Skeletal,GTEX-17F98-1626-SM-7938R,MitoAll,1101,0.4193953275763907
Muscle - Skeletal,GTEX-17F98-1626-SM-7938R,MitoOnly,518,0.3996786635253555
Muscle - Skeletal,GTEX-17F9E-0226-SM-79OKK,MitoAll,1101,0.19941950827380897
Muscle - Skeletal,GTEX-17F9E-0226-SM-79OKK,MitoOnly,518,0.20310818338361847
Muscle - Skeletal,GTEX-17GQL-1926-SM-718B9,MitoAll,1101,0.7272289064326091
Muscle - Skeletal,GTEX-17GQL-1926-SM-718B9,MitoOnly,518,0.707671449487463
Muscle - Skeletal,GTEX-17HG3-2726-SM-7DHL5,MitoAll,1101,0.40103696489184937
Muscle - Skeletal,GTEX-17HG3-2726-SM-7DHL5,MitoOnly,518,0.46246349243792356
Muscle - Skeletal,GTEX-17HGU-0626-SM-7939Y,MitoAll,1101,0.45323214164954656
Muscle - Skeletal,GTEX-17HGU-0626-SM-7939Y,MitoOnly,518,0.4579646716168234
Muscle - Skeletal,GTEX-17HHE-2126-SM-7DHLO,MitoAll,1101,0.2941454431869374
Muscle - Skeletal,GTEX-17HHE-2126-SM-7DHLO,MitoOnly,518,0.28501934653759675
Muscle - Skeletal,GTEX-17HHY-0326-SM-7938H,MitoAll,1101,0.36639062488637525
Muscle - Skeletal,GTEX-17HHY-0326-SM-7938H,MitoOnly,518,0.4248383328606867
Muscle - Skeletal,GTEX-17HII-0426-SM-793A3,MitoAll,1101,0.3188638981270921
Muscle - Skeletal,GTEX-17HII-0426-SM-793A3,MitoOnly,518,0.29421322652281884
Muscle - Skeletal,GTEX-17JCI-0326-SM-7LG5H,MitoAll,1101,-0.009186728581399115
Muscle - Skeletal,GTEX-17JCI-0326-SM-7LG5H,MitoOnly,518,0.04263906731001306
Muscle - Skeletal,GTEX-17KNJ-2426-SM-7DHLR,MitoAll,1101,0.20819661741847237
Muscle - Skeletal,GTEX-17KNJ-2426-SM-7DHLR,MitoOnly,518,0.21968854701504156
Muscle - Skeletal,GTEX-17MF6-2026-SM-7LG5I,MitoAll,1101,0.28495440681842404
Muscle - Skeletal,GTEX-17MF6-2026-SM-7LG5I,MitoOnly,518,0.2815077618038615
Muscle - Skeletal,GTEX-17MFQ-1926-SM-793A6,MitoAll,1101,0.5098548217370785
Muscle - Skeletal,GTEX-17MFQ-1926-SM-793A6,MitoOnly,518,0.5055774243639938
Muscle - Skeletal,GTEX-183FY-0226-SM-7LG54,MitoAll,1101,0.19482388692935507
Muscle - Skeletal,GTEX-183FY-0226-SM-7LG54,MitoOnly,518,0.19762064298011256
Muscle - Skeletal,GTEX-183WM-0426-SM-731B1,MitoAll,1101,0.6774590296856275
Muscle - Skeletal,GTEX-183WM-0426-SM-731B1,MitoOnly,518,0.6490384323914119
Muscle - Skeletal,GTEX-18465-0326-SM-7LTAD,MitoAll,1101,0.21820420443128485
Muscle - Skeletal,GTEX-18465-0326-SM-7LTAD,MitoOnly,518,0.2799134289206434
Muscle - Skeletal,GTEX-18A66-0126-SM-731CQ,MitoAll,1101,0.5033060672089779
Muscle - Skeletal,GTEX-18A66-0126-SM-731CQ,MitoOnly,518,0.5050047948717524
Muscle - Skeletal,GTEX-18A67-0326-SM-7LG5X,MitoAll,1101,0.2029568147370327
Muscle - Skeletal,GTEX-18A67-0326-SM-7LG5X,MitoOnly,518,0.186634732260385
Muscle - Skeletal,GTEX-18A6Q-0326-SM-718AT,MitoAll,1101,0.15285619075914375
Muscle - Skeletal,GTEX-18A6Q-0326-SM-718AT,MitoOnly,518,0.20322543629184125
Muscle - Skeletal,GTEX-18A7A-0626-SM-718BJ,MitoAll,1101,0.1687235714829041
Muscle - Skeletal,GTEX-18A7A-0626-SM-718BJ,MitoOnly,518,0.23939292014791297
Muscle - Skeletal,GTEX-18A7B-0326-SM-7LG65,MitoAll,1101,0.43435162326525556
Muscle - Skeletal,GTEX-18A7B-0326-SM-7LG65,MitoOnly,518,0.42343627000014983
Muscle - Skeletal,GTEX-18D9A-1826-SM-718BK,MitoAll,1101,0.28602911423627947
Muscle - Skeletal,GTEX-18D9A-1826-SM-718BK,MitoOnly,518,0.29972934473428064
Muscle - Skeletal,GTEX-18D9B-0426-SM-7LTAR,MitoAll,1101,0.40600103504920215
Muscle - Skeletal,GTEX-18D9B-0426-SM-7LTAR,MitoOnly,518,0.37634957597699387
Muscle - Skeletal,GTEX-18D9U-0626-SM-7LTA4,MitoAll,1101,0.4591920501365725
Muscle - Skeletal,GTEX-18D9U-0626-SM-7LTA4,MitoOnly,518,0.4445290519907347
Muscle - Skeletal,GTEX-18QFQ-0326-SM-731C3,MitoAll,1101,0.307152911935246
Muscle - Skeletal,GTEX-18QFQ-0326-SM-731C3,MitoOnly,518,0.2930369097675281
Muscle - Skeletal,GTEX-1A32A-0526-SM-731B9,MitoAll,1101,0.28143605582327785
Muscle - Skeletal,GTEX-1A32A-0526-SM-731B9,MitoOnly,518,0.30913099932642246
Muscle - Skeletal,GTEX-1A3MV-2026-SM-718BU,MitoAll,1101,0.2639418182965283
Muscle - Skeletal,GTEX-1A3MV-2026-SM-718BU,MitoOnly,518,0.25992665917163665
Muscle - Skeletal,GTEX-1A3MW-0526-SM-731BY,MitoAll,1101,0.5602179420537052
Muscle - Skeletal,GTEX-1A3MW-0526-SM-731BY,MitoOnly,518,0.5240853979676642
Muscle - Skeletal,GTEX-1A3MX-0526-SM-718A9,MitoAll,1101,0.4531050220924481
Muscle - Skeletal,GTEX-1A3MX-0526-SM-718A9,MitoOnly,518,0.42918307661003985
Muscle - Skeletal,GTEX-1A8FM-0526-SM-7P8SF,MitoAll,1101,0.43478021471147227
Muscle - Skeletal,GTEX-1A8FM-0526-SM-7P8SF,MitoOnly,518,0.4435509104210647
Muscle - Skeletal,GTEX-1A8G6-0126-SM-7DUFY,MitoAll,1101,0.4526619193619602
Muscle - Skeletal,GTEX-1A8G6-0126-SM-7DUFY,MitoOnly,518,0.5094190186944063
Muscle - Skeletal,GTEX-1A8G7-0326-SM-72D5B,MitoAll,1101,0.5501589154460584
Muscle - Skeletal,GTEX-1A8G7-0326-SM-72D5B,MitoOnly,518,0.5587308643047183
Muscle - Skeletal,GTEX-1AMEY-1526-SM-73KYW,MitoAll,1101,-0.10977782046637512
Muscle - Skeletal,GTEX-1AMEY-1526-SM-73KYW,MitoOnly,518,-0.10609440952529672
Muscle - Skeletal,GTEX-1AMFI-2226-SM-731C6,MitoAll,1101,0.4993138086323956
Muscle - Skeletal,GTEX-1AMFI-2226-SM-731C6,MitoOnly,518,0.46798236801705906
Muscle - Skeletal,GTEX-1AX8Z-5004-SM-ARZLD,MitoAll,1101,0.3477107245185137
Muscle - Skeletal,GTEX-1AX8Z-5004-SM-ARZLD,MitoOnly,518,0.3721054517521027
Muscle - Skeletal,GTEX-1AX9I-0326-SM-73KXQ,MitoAll,1101,0.20463697196882064
Muscle - Skeletal,GTEX-1AX9I-0326-SM-73KXQ,MitoOnly,518,0.2611301415534264
Muscle - Skeletal,GTEX-1AX9J-0126-SM-73KY2,MitoAll,1101,-0.002245426060800396
Muscle - Skeletal,GTEX-1AX9J-0126-SM-73KY2,MitoOnly,518,0.003596546529947664
Muscle - Skeletal,GTEX-1AX9K-2726-SM-7DHMA,MitoAll,1101,0.5209790738889426
Muscle - Skeletal,GTEX-1AX9K-2726-SM-7DHMA,MitoOnly,518,0.4978577626531965
Muscle - Skeletal,GTEX-1AYD5-2226-SM-73KX3,MitoAll,1101,0.4996516345593541
Muscle - Skeletal,GTEX-1AYD5-2226-SM-73KX3,MitoOnly,518,0.4790305778860029
Muscle - Skeletal,GTEX-1B8KE-2226-SM-7939K,MitoAll,1101,0.33214015515697737
Muscle - Skeletal,GTEX-1B8KE-2226-SM-7939K,MitoOnly,518,0.2819671412407941
Muscle - Skeletal,GTEX-1B8KZ-2126-SM-73KYG,MitoAll,1101,0.5350979145194037
Muscle - Skeletal,GTEX-1B8KZ-2126-SM-73KYG,MitoOnly,518,0.5577037652807108
Muscle - Skeletal,GTEX-1B8L1-2726-SM-793AL,MitoAll,1101,0.3376950289977885
