tissue,sample_id,signature,n_genes_used,signature_score
Heart - Left Ventricle,GTEX-131XF-5001-SM-7DHLY,MitoOnly,518,0.4672806039318127
Heart - Left Ventricle,GTEX-131XG-0626-SM-5GCMP,MitoAll,1101,0.5175569899562042
Heart - Left Ventricle,GTEX-131XG-0626-SM-5GCMP,MitoOnly,518,0.5083397406023449
Heart - Left Ventricle,GTEX-131XH-0226-SM-5LZVB,MitoAll,1101,-0.8113118135516468
Heart - Left Ventricle,GTEX-131XH-0226-SM-5LZVB,MitoOnly,518,-0.789101368501796
Heart - Left Ventricle,GTEX-132AR-2026-SM-5IJG4,MitoAll,1101,0.18664057917597335
Heart - Left Ventricle,GTEX-132AR-2026-SM-5IJG4,MitoOnly,518,0.24959258313735758
Heart - Left Ventricle,GTEX-132NY-1726-SM-5EGKK,MitoAll,1101,0.5417321528778559
Heart - Left Ventricle,GTEX-132NY-1726-SM-5EGKK,MitoOnly,518,0.6372264731371037
Heart - Left Ventricle,GTEX-132QS-0426-SM-5KLZ6,MitoAll,1101,0.3184069273029206
Heart - Left Ventricle,GTEX-132QS-0426-SM-5KLZ6,MitoOnly,518,0.34449336180259926
Heart - Left Ventricle,GTEX-1339X-0426-SM-5KLZY,MitoAll,1101,0.1535773790791613
Heart - Left Ventricle,GTEX-1339X-0426-SM-5KLZY,MitoOnly,518,0.20851941243696961
Heart - Left Ventricle,GTEX-1399R-1926-SM-5K7X8,MitoAll,1101,-0.006553531972563689
Heart - Left Ventricle,GTEX-1399R-1926-SM-5K7X8,MitoOnly,518,0.07472907878215097
Heart - Left Ventricle,GTEX-1399S-1026-SM-5KLZ9,MitoAll,1101,0.1462096976896031
Heart - Left Ventricle,GTEX-1399S-1026-SM-5KLZ9,MitoOnly,518,0.19182624826273348
Heart - Left Ventricle,GTEX-1399T-0426-SM-5PNVJ,MitoAll,1101,-1.9621147619604162
Heart - Left Ventricle,GTEX-1399T-0426-SM-5PNVJ,MitoOnly,518,-2.0040497629311202
Heart - Left Ventricle,GTEX-1399U-0526-SM-5K7YM,MitoAll,1101,0.11047005624232299
Heart - Left Ventricle,GTEX-1399U-0526-SM-5K7YM,MitoOnly,518,0.15914804407487584
Heart - Left Ventricle,GTEX-139TS-0426-SM-GHWO5,MitoAll,1101,0.16918263968326694
Heart - Left Ventricle,GTEX-139TS-0426-SM-GHWO5,MitoOnly,518,0.21852655110877411
Heart - Left Ventricle,GTEX-139TT-0826-SM-GI4X9,MitoAll,1101,-2.3420636272201505
Heart - Left Ventricle,GTEX-139TT-0826-SM-GI4X9,MitoOnly,518,-2.3862405705404743
Heart - Left Ventricle,GTEX-139UW-0626-SM-GHWP3,MitoAll,1101,-0.37695315741340774
Heart - Left Ventricle,GTEX-139UW-0626-SM-GHWP3,MitoOnly,518,-0.38089056204956645
Heart - Left Ventricle,GTEX-139YR-0826-SM-5LZXY,MitoAll,1101,0.020266636274938916
Heart - Left Ventricle,GTEX-139YR-0826-SM-5LZXY,MitoOnly,518,0.07296009681861099
Heart - Left Ventricle,GTEX-13CF2-0426-SM-5KM1H,MitoAll,1101,-0.8235314257103243
Heart - Left Ventricle,GTEX-13CF2-0426-SM-5KM1H,MitoOnly,518,-0.7761353397428477
Heart - Left Ventricle,GTEX-13CF3-0726-SM-5J2MY,MitoAll,1101,0.388341281408524
Heart - Left Ventricle,GTEX-13CF3-0726-SM-5J2MY,MitoOnly,518,0.43655391087156403
Heart - Left Ventricle,GTEX-13D11-1726-SM-5IFGQ,MitoAll,1101,0.201240299700434
Heart - Left Ventricle,GTEX-13D11-1726-SM-5IFGQ,MitoOnly,518,0.2625739125655192
Heart - Left Ventricle,GTEX-13FH7-0926-SM-5J2MR,MitoAll,1101,0.3073708582429504
Heart - Left Ventricle,GTEX-13FH7-0926-SM-5J2MR,MitoOnly,518,0.3625376644279812
Heart - Left Ventricle,GTEX-13FHP-1026-SM-5K7Y2,MitoAll,1101,-1.8274858785729098
Heart - Left Ventricle,GTEX-13FHP-1026-SM-5K7Y2,MitoOnly,518,-1.8619560632030585
Heart - Left Ventricle,GTEX-13FLV-0926-SM-5L3DZ,MitoAll,1101,0.18024147084041833
Heart - Left Ventricle,GTEX-13FLV-0926-SM-5L3DZ,MitoOnly,518,0.22938611163941588
Heart - Left Ventricle,GTEX-13FTW-1026-SM-5L3E3,MitoAll,1101,0.07403806721636733
Heart - Left Ventricle,GTEX-13FTW-1026-SM-5L3E3,MitoOnly,518,0.12167989244760015
Heart - Left Ventricle,GTEX-13FTZ-0226-SM-5K7X6,MitoAll,1101,-0.7500974652736785
Heart - Left Ventricle,GTEX-13FTZ-0226-SM-5K7X6,MitoOnly,518,-0.717461381355294
Heart - Left Ventricle,GTEX-13G51-0226-SM-GHWP5,MitoAll,1101,-1.7066924335329177
Heart - Left Ventricle,GTEX-13G51-0226-SM-GHWP5,MitoOnly,518,-1.7247086974965036
Heart - Left Ventricle,GTEX-13JVG-1326-SM-5N9F8,MitoAll,1101,-1.5734065489897857
Heart - Left Ventricle,GTEX-13JVG-1326-SM-5N9F8,MitoOnly,518,-1.6015294458237743
Heart - Left Ventricle,GTEX-13N11-5002-SM-HL11R,MitoAll,1101,0.5383618854706719
Heart - Left Ventricle,GTEX-13N11-5002-SM-HL11R,MitoOnly,518,0.6199328372738067
Heart - Left Ventricle,GTEX-13N1W-1026-SM-5IJC5,MitoAll,1101,-0.7387869372253995
Heart - Left Ventricle,GTEX-13N1W-1026-SM-5IJC5,MitoOnly,518,-0.7357776836733328
Heart - Left Ventricle,GTEX-13NYB-0226-SM-5N9G4,MitoAll,1101,-2.0262179490476115
Heart - Left Ventricle,GTEX-13NYB-0226-SM-5N9G4,MitoOnly,518,-2.0804607905695343
Heart - Left Ventricle,GTEX-13NZB-0226-SM-5KM1T,MitoAll,1101,0.07291163035836663
Heart - Left Ventricle,GTEX-13NZB-0226-SM-5KM1T,MitoOnly,518,0.1432024454408311
Heart - Left Ventricle,GTEX-13O1R-1226-SM-5J1NU,MitoAll,1101,0.10632663465803893
Heart - Left Ventricle,GTEX-13O1R-1226-SM-5J1NU,MitoOnly,518,0.08504788890049678
Heart - Left Ventricle,GTEX-13O21-2326-SM-5MR3X,MitoAll,1101,0.06983125876764784
Heart - Left Ventricle,GTEX-13O21-2326-SM-5MR3X,MitoOnly,518,0.13705262658144413
Heart - Left Ventricle,GTEX-13O3O-1526-SM-5KM1C,MitoAll,1101,-0.39951831588598796
Heart - Left Ventricle,GTEX-13O3O-1526-SM-5KM1C,MitoOnly,518,-0.3385621950408373
Heart - Left Ventricle,GTEX-13O3P-1626-SM-5K7X3,MitoAll,1101,-0.7224967211068805
Heart - Left Ventricle,GTEX-13O3P-1626-SM-5K7X3,MitoOnly,518,-0.7064936873587153
Heart - Left Ventricle,GTEX-13O61-0526-SM-5J2M1,MitoAll,1101,0.311753946845607
Heart - Left Ventricle,GTEX-13O61-0526-SM-5J2M1,MitoOnly,518,0.35877165400679883
Heart - Left Ventricle,GTEX-13OVG-0526-SM-5K7YD,MitoAll,1101,0.21226153417494742
Heart - Left Ventricle,GTEX-13OVG-0526-SM-5K7YD,MitoOnly,518,0.2562762806858228
Heart - Left Ventricle,GTEX-13OVI-0126-SM-HPAGC,MitoAll,1101,0.07519550510863006
Heart - Left Ventricle,GTEX-13OVI-0126-SM-HPAGC,MitoOnly,518,0.12169141455676388
Heart - Left Ventricle,GTEX-13OVL-0526-SM-5KLZQ,MitoAll,1101,0.4733290338020067
Heart - Left Ventricle,GTEX-13OVL-0526-SM-5KLZQ,MitoOnly,518,0.5487269871296853
Heart - Left Ventricle,GTEX-13OW5-1126-SM-5J1NR,MitoAll,1101,-1.4068894245174663
Heart - Left Ventricle,GTEX-13OW5-1126-SM-5J1NR,MitoOnly,518,-1.4319306233179243
Heart - Left Ventricle,GTEX-13OW6-1126-SM-5L3HL,MitoAll,1101,-0.4895042334732017
Heart - Left Ventricle,GTEX-13OW6-1126-SM-5L3HL,MitoOnly,518,-0.45704589025594433
Heart - Left Ventricle,GTEX-13OW8-2126-SM-5J1OS,MitoAll,1101,-1.0482733345997262
Heart - Left Ventricle,GTEX-13OW8-2126-SM-5J1OS,MitoOnly,518,-1.0626416309730875
Heart - Left Ventricle,GTEX-13PL7-1626-SM-5NQBG,MitoAll,1101,-0.13781196836531867
Heart - Left Ventricle,GTEX-13PL7-1626-SM-5NQBG,MitoOnly,518,-0.0762205417071503
Heart - Left Ventricle,GTEX-13PVQ-1226-SM-5IJDC,MitoAll,1101,-0.2627517919696489
Heart - Left Ventricle,GTEX-13PVQ-1226-SM-5IJDC,MitoOnly,518,-0.22917480812034688
Heart - Left Ventricle,GTEX-13PVR-1026-SM-5QGQW,MitoAll,1101,0.0012744146943099459
Heart - Left Ventricle,GTEX-13PVR-1026-SM-5QGQW,MitoOnly,518,0.06602698816615502
Heart - Left Ventricle,GTEX-13QBU-0426-SM-5J2O4,MitoAll,1101,0.3774326072587927
Heart - Left Ventricle,GTEX-13QBU-0426-SM-5J2O4,MitoOnly,518,0.43362437898797757
Heart - Left Ventricle,GTEX-13RTJ-0726-SM-5QGQN,MitoAll,1101,-0.5268834946326788
Heart - Left Ventricle,GTEX-13RTJ-0726-SM-5QGQN,MitoOnly,518,-0.48224848867074416
Heart - Left Ventricle,GTEX-13S86-0226-SM-5S2PJ,MitoAll,1101,0.21630140264960038
Heart - Left Ventricle,GTEX-13S86-0226-SM-5S2PJ,MitoOnly,518,0.2508473906604741
Heart - Left Ventricle,GTEX-13SLX-1026-SM-5ZZUQ,MitoAll,1101,0.35526766489896566
Heart - Left Ventricle,GTEX-13SLX-1026-SM-5ZZUQ,MitoOnly,518,0.423729364782521
Heart - Left Ventricle,GTEX-13U4I-0826-SM-5MR8E,MitoAll,1101,0.5099206635139065
Heart - Left Ventricle,GTEX-13U4I-0826-SM-5MR8E,MitoOnly,518,0.5561660569527775
Heart - Left Ventricle,GTEX-13VXT-1126-SM-5LU3A,MitoAll,1101,0.08653768762526999
Heart - Left Ventricle,GTEX-13VXT-1126-SM-5LU3A,MitoOnly,518,0.14631697063117113
Heart - Left Ventricle,GTEX-13W3W-0426-SM-5MR6E,MitoAll,1101,0.4429647237699024
Heart - Left Ventricle,GTEX-13W3W-0426-SM-5MR6E,MitoOnly,518,0.4435614972773942
Heart - Left Ventricle,GTEX-13X6H-0426-SM-5LU4E,MitoAll,1101,0.10410164361552489
Heart - Left Ventricle,GTEX-13X6H-0426-SM-5LU4E,MitoOnly,518,0.14927191912466958
Heart - Left Ventricle,GTEX-13X6I-1426-SM-5MR71,MitoAll,1101,-0.07163808914749313
Heart - Left Ventricle,GTEX-13X6I-1426-SM-5MR71,MitoOnly,518,-0.06692855260786486
Heart - Left Ventricle,GTEX-13X6K-1826-SM-5O9CR,MitoAll,1101,-0.3638398575242742
Heart - Left Ventricle,GTEX-13X6K-1826-SM-5O9CR,MitoOnly,518,-0.3487282293875342
Heart - Left Ventricle,GTEX-13YAN-1326-SM-5Q5F1,MitoAll,1101,-1.3178253061752099
Heart - Left Ventricle,GTEX-13YAN-1326-SM-5Q5F1,MitoOnly,518,-1.319033428006892
Heart - Left Ventricle,GTEX-144GN-0126-SM-GJ3RY,MitoAll,1101,0.5683476191142408
Heart - Left Ventricle,GTEX-144GN-0126-SM-GJ3RY,MitoOnly,518,0.6202451166873716
Heart - Left Ventricle,GTEX-145LV-0326-SM-5Q5BW,MitoAll,1101,-0.37763719002948715
Heart - Left Ventricle,GTEX-145LV-0326-SM-5Q5BW,MitoOnly,518,-0.33534293809402427
Heart - Left Ventricle,GTEX-145MN-0726-SM-5NQBH,MitoAll,1101,0.384195233497733
Heart - Left Ventricle,GTEX-145MN-0726-SM-5NQBH,MitoOnly,518,0.43640985289895545
Heart - Left Ventricle,GTEX-145MO-1126-SM-5NQBX,MitoAll,1101,-0.5538499451329486
Heart - Left Ventricle,GTEX-145MO-1126-SM-5NQBX,MitoOnly,518,-0.5251119058414476
Heart - Left Ventricle,GTEX-146FH-1026-SM-5RQIF,MitoAll,1101,0.6208974720439032
Heart - Left Ventricle,GTEX-146FH-1026-SM-5RQIF,MitoOnly,518,0.6533434523347732
Heart - Left Ventricle,GTEX-146FR-0626-SM-5RQJ1,MitoAll,1101,0.16269013564149254
Heart - Left Ventricle,GTEX-146FR-0626-SM-5RQJ1,MitoOnly,518,0.19778012289138325
Heart - Left Ventricle,GTEX-147F4-1226-SM-5NQAY,MitoAll,1101,-1.3165675441947093
Heart - Left Ventricle,GTEX-147F4-1226-SM-5NQAY,MitoOnly,518,-1.3004443378457722
Heart - Left Ventricle,GTEX-147GR-1126-SM-GJ3R2,MitoAll,1101,-1.4288741039780715
Heart - Left Ventricle,GTEX-147GR-1126-SM-GJ3R2,MitoOnly,518,-1.4464646565459789
Heart - Left Ventricle,GTEX-147JS-1526-SM-5ZZWF,MitoAll,1101,-1.0451371337990878
Heart - Left Ventricle,GTEX-147JS-1526-SM-5ZZWF,MitoOnly,518,-1.0356653511737204
Heart - Left Ventricle,GTEX-148VI-0326-SM-5RQK7,MitoAll,1101,-0.5254507077829212
Heart - Left Ventricle,GTEX-148VI-0326-SM-5RQK7,MitoOnly,518,-0.5028590223194664
Heart - Left Ventricle,GTEX-148VJ-1526-SM-5Q5DU,MitoAll,1101,-1.4514423210075504
Heart - Left Ventricle,GTEX-148VJ-1526-SM-5Q5DU,MitoOnly,518,-1.4813520463406258
Heart - Left Ventricle,GTEX-1497J-1226-SM-5Q5BL,MitoAll,1101,-0.39525513870975326
Heart - Left Ventricle,GTEX-1497J-1226-SM-5Q5BL,MitoOnly,518,-0.3678310444386075
Heart - Left Ventricle,GTEX-14A5I-1226-SM-5NQBW,MitoAll,1101,-2.2717960399963273
Heart - Left Ventricle,GTEX-14A5I-1226-SM-5NQBW,MitoOnly,518,-2.3004795222424854
Heart - Left Ventricle,GTEX-14A6H-0226-SM-5Q5DX,MitoAll,1101,0.5169581687045601
Heart - Left Ventricle,GTEX-14A6H-0226-SM-5Q5DX,MitoOnly,518,0.5818868725628487
Heart - Left Ventricle,GTEX-14BIL-1126-SM-5O9CB,MitoAll,1101,-1.8104070727561927
Heart - Left Ventricle,GTEX-14BIL-1126-SM-5O9CB,MitoOnly,518,-1.8588501110449114
Heart - Left Ventricle,GTEX-14BIN-2226-SM-5YYA1,MitoAll,1101,-2.228544597802915
Heart - Left Ventricle,GTEX-14BIN-2226-SM-5YYA1,MitoOnly,518,-2.2552944788780978
Heart - Left Ventricle,GTEX-14C38-1426-SM-5RQHZ,MitoAll,1101,-0.26542696134520843
Heart - Left Ventricle,GTEX-14C38-1426-SM-5RQHZ,MitoOnly,518,-0.2350164608123946
Heart - Left Ventricle,GTEX-14C39-0926-SM-5TDDV,MitoAll,1101,-1.6517842457491614
Heart - Left Ventricle,GTEX-14C39-0926-SM-5TDDV,MitoOnly,518,-1.670991049765443
Heart - Left Ventricle,GTEX-14C5O-1326-SM-5S2UW,MitoAll,1101,-1.5724363949490188
Heart - Left Ventricle,GTEX-14C5O-1326-SM-5S2UW,MitoOnly,518,-1.5826296001426
Heart - Left Ventricle,GTEX-14DAQ-1126-SM-664MT,MitoAll,1101,-0.34592014753503847
Heart - Left Ventricle,GTEX-14DAQ-1126-SM-664MT,MitoOnly,518,-0.31656758201797663
Heart - Left Ventricle,GTEX-14E1K-1026-SM-73KUR,MitoAll,1101,0.3652454136624111
Heart - Left Ventricle,GTEX-14E1K-1026-SM-73KUR,MitoOnly,518,0.4114770617553425
Heart - Left Ventricle,GTEX-14E6C-0426-SM-5YYA8,MitoAll,1101,-0.08182875911560776
Heart - Left Ventricle,GTEX-14E6C-0426-SM-5YYA8,MitoOnly,518,-0.07817467127820069
Heart - Left Ventricle,GTEX-14E6D-0926-SM-5S2QV,MitoAll,1101,-1.7291428343133681
Heart - Left Ventricle,GTEX-14E6D-0926-SM-5S2QV,MitoOnly,518,-1.7538974601584971
Heart - Left Ventricle,GTEX-14E7W-1226-SM-5RQIU,MitoAll,1101,-1.6339805333793993
Heart - Left Ventricle,GTEX-14E7W-1226-SM-5RQIU,MitoOnly,518,-1.6576116021741383
Heart - Left Ventricle,GTEX-14H4A-0626-SM-5ZZUT,MitoAll,1101,0.14217259350031383
Heart - Left Ventricle,GTEX-14H4A-0626-SM-5ZZUT,MitoOnly,518,0.2045907077528491
Heart - Left Ventricle,GTEX-14JG1-1026-SM-6ETZY,MitoAll,1101,0.045511756618346735
Heart - Left Ventricle,GTEX-14JG1-1026-SM-6ETZY,MitoOnly,518,0.12408592894291492
Heart - Left Ventricle,GTEX-14JIY-1126-SM-6EU28,MitoAll,1101,-2.066308075476519
Heart - Left Ventricle,GTEX-14JIY-1126-SM-6EU28,MitoOnly,518,-2.097597119711171
Heart - Left Ventricle,GTEX-14PHX-2126-SM-6EU2U,MitoAll,1101,0.14738329451179005
Heart - Left Ventricle,GTEX-14PHX-2126-SM-6EU2U,MitoOnly,518,0.21680711624829385
Heart - Left Ventricle,GTEX-14PHY-0226-SM-5ZZWM,MitoAll,1101,0.060463352715361365
Heart - Left Ventricle,GTEX-14PHY-0226-SM-5ZZWM,MitoOnly,518,0.10714241270765291
Heart - Left Ventricle,GTEX-14PJ2-1026-SM-6EU1M,MitoAll,1101,-0.8428988413518429
Heart - Left Ventricle,GTEX-14PJ2-1026-SM-6EU1M,MitoOnly,518,-0.8641741902928216
Heart - Left Ventricle,GTEX-14PJ4-1126-SM-5YY91,MitoAll,1101,0.18701456681616707
Heart - Left Ventricle,GTEX-14PJ4-1126-SM-5YY91,MitoOnly,518,0.2301307552012393
Heart - Left Ventricle,GTEX-14PJ6-0726-SM-69LOL,MitoAll,1101,0.08792091630044983
Heart - Left Ventricle,GTEX-14PJ6-0726-SM-69LOL,MitoOnly,518,0.13483902141985166
Heart - Left Ventricle,GTEX-14PJM-1126-SM-6LLHK,MitoAll,1101,0.9862676706452669
Heart - Left Ventricle,GTEX-14PJM-1126-SM-6LLHK,MitoOnly,518,0.9638888137730156
Heart - Left Ventricle,GTEX-14PK6-0826-SM-5ZZVO,MitoAll,1101,0.11120904586600427
Heart - Left Ventricle,GTEX-14PK6-0826-SM-5ZZVO,MitoOnly,518,0.1614185866591766
Heart - Left Ventricle,GTEX-14PN3-0526-SM-69LQF,MitoAll,1101,0.03964400563971953
Heart - Left Ventricle,GTEX-14PN3-0526-SM-69LQF,MitoOnly,518,0.09723914608366185
Heart - Left Ventricle,GTEX-14XAO-1126-SM-6EU11,MitoAll,1101,0.7542734905010053
Heart - Left Ventricle,GTEX-14XAO-1126-SM-6EU11,MitoOnly,518,0.7465819371398891
Heart - Left Ventricle,GTEX-15CHC-0426-SM-6LLHI,MitoAll,1101,0.33401957360633255
Heart - Left Ventricle,GTEX-15CHC-0426-SM-6LLHI,MitoOnly,518,0.3933828655310072
Heart - Left Ventricle,GTEX-15CHQ-1526-SM-69LPW,MitoAll,1101,-2.1937527718968197
Heart - Left Ventricle,GTEX-15CHQ-1526-SM-69LPW,MitoOnly,518,-2.239917998681893
Heart - Left Ventricle,GTEX-15CHR-0226-SM-7PC2Z,MitoAll,1101,-0.020851056138993778
Heart - Left Ventricle,GTEX-15CHR-0226-SM-7PC2Z,MitoOnly,518,0.042547874683702205
Heart - Left Ventricle,GTEX-15DCE-0726-SM-GQ1EH,MitoAll,1101,0.46745013181429396
Heart - Left Ventricle,GTEX-15DCE-0726-SM-GQ1EH,MitoOnly,518,0.531211397808352
Heart - Left Ventricle,GTEX-15DDE-1126-SM-6LLHN,MitoAll,1101,-0.3304466788714464
Heart - Left Ventricle,GTEX-15DDE-1126-SM-6LLHN,MitoOnly,518,-0.28252552820410826
Heart - Left Ventricle,GTEX-15DYW-1126-SM-6LPK5,MitoAll,1101,-1.0254213025298697
Heart - Left Ventricle,GTEX-15DYW-1126-SM-6LPK5,MitoOnly,518,-0.9995805790137396
Heart - Left Ventricle,GTEX-15EOM-5009-SM-HL11O,MitoAll,1101,0.5013261636592731
Heart - Left Ventricle,GTEX-15EOM-5009-SM-HL11O,MitoOnly,518,0.5601343921797024
Heart - Left Ventricle,GTEX-15ER7-1726-SM-6PAMX,MitoAll,1101,-0.1115988826024067
Heart - Left Ventricle,GTEX-15ER7-1726-SM-6PAMX,MitoOnly,518,-0.07068398560244898
Heart - Left Ventricle,GTEX-15RIE-5015-SM-HL11V,MitoAll,1101,0.037615542016304154
Heart - Left Ventricle,GTEX-15RIE-5015-SM-HL11V,MitoOnly,518,0.07096603152862592
Heart - Left Ventricle,GTEX-15RJ7-0226-SM-7KUMN,MitoAll,1101,0.3472541932293794
Heart - Left Ventricle,GTEX-15RJ7-0226-SM-7KUMN,MitoOnly,518,0.41789455475649273
Heart - Left Ventricle,GTEX-15RJE-0626-SM-7KUKR,MitoAll,1101,-0.5534066043547201
Heart - Left Ventricle,GTEX-15RJE-0626-SM-7KUKR,MitoOnly,518,-0.5530265239801667
Heart - Left Ventricle,GTEX-15SDE-1926-SM-H6Q7Y,MitoAll,1101,0.2822881782762489
Heart - Left Ventricle,GTEX-15SDE-1926-SM-H6Q7Y,MitoOnly,518,0.32448724208813196
Heart - Left Ventricle,GTEX-15SHU-1126-SM-7KUMB,MitoAll,1101,-1.1869880623635651
Heart - Left Ventricle,GTEX-15SHU-1126-SM-7KUMB,MitoOnly,518,-1.1821153656671461
Heart - Left Ventricle,GTEX-15SHV-0626-SM-GQ1DG,MitoAll,1101,0.39918358686130623
Heart - Left Ventricle,GTEX-15SHV-0626-SM-GQ1DG,MitoOnly,518,0.46949006090375195
Heart - Left Ventricle,GTEX-15SHW-1226-SM-6M46C,MitoAll,1101,-1.7851149115043667
Heart - Left Ventricle,GTEX-15SHW-1226-SM-6M46C,MitoOnly,518,-1.7830780158639052
Heart - Left Ventricle,GTEX-15UF7-1626-SM-HAV2R,MitoAll,1101,0.8333369864912159
Heart - Left Ventricle,GTEX-15UF7-1626-SM-HAV2R,MitoOnly,518,0.8602703395124753
Heart - Left Ventricle,GTEX-16BQI-0926-SM-6M485,MitoAll,1101,0.30280880380581643
Heart - Left Ventricle,GTEX-16BQI-0926-SM-6M485,MitoOnly,518,0.360160316814859
Heart - Left Ventricle,GTEX-16MT8-0926-SM-6M487,MitoAll,1101,-1.4168727636912222
Heart - Left Ventricle,GTEX-16MT8-0926-SM-6M487,MitoOnly,518,-1.4183819877007888
Heart - Left Ventricle,GTEX-16NFA-0426-SM-GRR1Z,MitoAll,1101,0.136756002224088
Heart - Left Ventricle,GTEX-16NFA-0426-SM-GRR1Z,MitoOnly,518,0.2045092988744861
Heart - Left Ventricle,GTEX-16NPX-0926-SM-7KUEZ,MitoAll,1101,-0.238277456554974
Heart - Left Ventricle,GTEX-16NPX-0926-SM-7KUEZ,MitoOnly,518,-0.20368043601886693
Heart - Left Ventricle,GTEX-16XZY-0426-SM-793BI,MitoAll,1101,0.14849188706396124
Heart - Left Ventricle,GTEX-16XZY-0426-SM-793BI,MitoOnly,518,0.20901184391594943
Heart - Left Ventricle,GTEX-16YQH-0926-SM-793BC,MitoAll,1101,0.24556906380422022
Heart - Left Ventricle,GTEX-16YQH-0926-SM-793BC,MitoOnly,518,0.30443380304664724
Heart - Left Ventricle,GTEX-16Z82-1126-SM-H7OGK,MitoAll,1101,-1.8212166544212958
Heart - Left Ventricle,GTEX-16Z82-1126-SM-H7OGK,MitoOnly,518,-1.8540533073459429
Heart - Left Ventricle,GTEX-17F9E-0926-SM-7IGMG,MitoAll,1101,-0.1678814960426828
Heart - Left Ventricle,GTEX-17F9E-0926-SM-7IGMG,MitoOnly,518,-0.12480698566496945
Heart - Left Ventricle,GTEX-17F9Y-1326-SM-7MGW9,MitoAll,1101,-1.1872561502467838
Heart - Left Ventricle,GTEX-17F9Y-1326-SM-7MGW9,MitoOnly,518,-1.1897605155510171
Heart - Left Ventricle,GTEX-17GQL-0526-SM-72D5N,MitoAll,1101,0.6406423917144066
Heart - Left Ventricle,GTEX-17GQL-0526-SM-72D5N,MitoOnly,518,0.6155510309346144
Heart - Left Ventricle,GTEX-17HGU-1026-SM-79OKL,MitoAll,1101,0.3590023635896491
Heart - Left Ventricle,GTEX-17HGU-1026-SM-79OKL,MitoOnly,518,0.3897593230638073
Heart - Left Ventricle,GTEX-17HHY-1426-SM-7EWDQ,MitoAll,1101,-0.7743331654957255
Heart - Left Ventricle,GTEX-17HHY-1426-SM-7EWDQ,MitoOnly,518,-0.7681285425604645
Heart - Left Ventricle,GTEX-17HII-1326-SM-7IGOB,MitoAll,1101,0.8584090188811111
Heart - Left Ventricle,GTEX-17HII-1326-SM-7IGOB,MitoOnly,518,0.815187339194846
Heart - Left Ventricle,GTEX-17JCI-1126-SM-7IGMM,MitoAll,1101,-1.3198221540445807
Heart - Left Ventricle,GTEX-17JCI-1126-SM-7IGMM,MitoOnly,518,-1.3090468864283868
Heart - Left Ventricle,GTEX-17KNJ-0826-SM-793A4,MitoAll,1101,0.5863808817646231
Heart - Left Ventricle,GTEX-17KNJ-0826-SM-793A4,MitoOnly,518,0.635283068880498
Heart - Left Ventricle,GTEX-17MF6-0726-SM-7LT8E,MitoAll,1101,-0.3634320257677905
Heart - Left Ventricle,GTEX-17MF6-0726-SM-7LT8E,MitoOnly,518,-0.3565644499151518
Heart - Left Ventricle,GTEX-18465-0926-SM-731AY,MitoAll,1101,-1.1695536622429419
Heart - Left Ventricle,GTEX-18465-0926-SM-731AY,MitoOnly,518,-1.152925887689088
Heart - Left Ventricle,GTEX-18A66-1226-SM-7LT8G,MitoAll,1101,1.2403227337943619
Heart - Left Ventricle,GTEX-18A66-1226-SM-7LT8G,MitoOnly,518,1.2543501805360018
Heart - Left Ventricle,GTEX-18A67-1226-SM-7KFRS,MitoAll,1101,0.5906573425449443
Heart - Left Ventricle,GTEX-18A67-1226-SM-7KFRS,MitoOnly,518,0.6446620317081836
Heart - Left Ventricle,GTEX-18A6Q-1626-SM-7KFTA,MitoAll,1101,-0.29656219250078236
Heart - Left Ventricle,GTEX-18A6Q-1626-SM-7KFTA,MitoOnly,518,-0.2790156541094074
Heart - Left Ventricle,GTEX-18D9B-1226-SM-72D6V,MitoAll,1101,0.38103023349718457
Heart - Left Ventricle,GTEX-18D9B-1226-SM-72D6V,MitoOnly,518,0.41309378668118457
Heart - Left Ventricle,GTEX-18D9U-1126-SM-72D5Y,MitoAll,1101,0.3863317042653204
Heart - Left Ventricle,GTEX-18D9U-1126-SM-72D5Y,MitoOnly,518,0.41480904753427533
Heart - Left Ventricle,GTEX-1A3MW-1326-SM-7189P,MitoAll,1101,-0.1726529399627151
Heart - Left Ventricle,GTEX-1A3MW-1326-SM-7189P,MitoOnly,518,-0.1732630522817272
Heart - Left Ventricle,GTEX-1A3MX-1326-SM-72D58,MitoAll,1101,0.2468179616504837
Heart - Left Ventricle,GTEX-1A3MX-1326-SM-72D58,MitoOnly,518,0.24208962512642496
Heart - Left Ventricle,GTEX-1A8G6-1626-SM-7MGWO,MitoAll,1101,-1.574983085884405
Heart - Left Ventricle,GTEX-1A8G6-1626-SM-7MGWO,MitoOnly,518,-1.5777717810480874
Heart - Left Ventricle,GTEX-1AX8Z-5007-SM-AHZ36,MitoAll,1101,0.5582100306589498
Heart - Left Ventricle,GTEX-1AX8Z-5007-SM-AHZ36,MitoOnly,518,0.6088645603245832
Heart - Left Ventricle,GTEX-1AX9I-1126-SM-7EPHH,MitoAll,1101,-0.6429746613147647
Heart - Left Ventricle,GTEX-1AX9I-1126-SM-7EPHH,MitoOnly,518,-0.5932285793782027
Heart - Left Ventricle,GTEX-1AX9J-1026-SM-72D6E,MitoAll,1101,0.39211821746544606
Heart - Left Ventricle,GTEX-1AX9J-1026-SM-72D6E,MitoOnly,518,0.44226865381842645
